,Disease,symptoms_1,symptoms_2,symptoms_3,symptoms_4
4090,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4091,Disease, fatigue, mood_swings, weight_loss, restlessness
4092,Disease, vomiting, fatigue, anxiety, sweating
4093,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4094,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4095,Disease, vomiting, headache, nausea, spinning_movements
4096,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4097,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4098,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4099,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4100,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4101,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4102,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4103,Disease,itching, vomiting, yellowish_skin, nausea
4104,Disease,itching, skin_rash, stomach_pain, burning_micturition
4105,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4106,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4107,Disease, fatigue, weight_loss, restlessness, lethargy
4108,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4109,Disease, fatigue, cough, high_fever, breathlessness
4110,Disease, headache, chest_pain, dizziness, loss_of_balance
4111,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4112,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4113,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4114,Disease,itching, vomiting, fatigue, weight_loss
4115,Disease, chills, vomiting, high_fever, sweating
4116,Disease,itching, skin_rash, fatigue, lethargy
4117,Disease, skin_rash, chills, joint_pain, vomiting
4118,Disease, chills, vomiting, fatigue, high_fever
4119,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4120,Disease,itching, fatigue, lethargy, yellowish_skin
4121,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4122,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4123,Disease, joint_pain, vomiting, fatigue, high_fever
4124,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4125,Disease, chills, vomiting, fatigue, weight_loss
4126,Disease, continuous_sneezing, chills, fatigue, cough
4127,Disease, chills, fatigue, cough, high_fever
4128,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4129,Disease, vomiting, breathlessness, sweating, chest_pain
4130,Disease, fatigue, cramps, bruising, obesity
4131,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4132,Disease, fatigue, mood_swings, weight_loss, restlessness
4133,Disease, vomiting, fatigue, anxiety, sweating
4134,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4135,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4136,Disease, vomiting, headache, nausea, spinning_movements
4137,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4138,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4139,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4140,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4141,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4142,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4143,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4144,Disease,itching, vomiting, yellowish_skin, nausea
4145,Disease,itching, skin_rash, stomach_pain, burning_micturition
4146,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4147,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4148,Disease, fatigue, weight_loss, restlessness, lethargy
4149,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4150,Disease, fatigue, cough, high_fever, breathlessness
4151,Disease, headache, chest_pain, dizziness, loss_of_balance
4152,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4153,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4154,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4155,Disease,itching, vomiting, fatigue, weight_loss
4156,Disease, chills, vomiting, high_fever, sweating
4157,Disease,itching, skin_rash, fatigue, lethargy
4158,Disease, skin_rash, chills, joint_pain, vomiting
4159,Disease, chills, vomiting, fatigue, high_fever
4160,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4161,Disease,itching, fatigue, lethargy, yellowish_skin
4162,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4163,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4164,Disease, joint_pain, vomiting, fatigue, high_fever
4165,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4166,Disease, chills, vomiting, fatigue, weight_loss
4167,Disease, continuous_sneezing, chills, fatigue, cough
4168,Disease, chills, fatigue, cough, high_fever
4169,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4170,Disease, vomiting, breathlessness, sweating, chest_pain
4171,Disease, fatigue, cramps, bruising, obesity
4172,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4173,Disease, fatigue, mood_swings, weight_loss, restlessness
4174,Disease, vomiting, fatigue, anxiety, sweating
4175,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4176,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4177,Disease, vomiting, headache, nausea, spinning_movements
4178,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4179,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4180,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4181,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4182,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4183,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4184,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4185,Disease,itching, vomiting, yellowish_skin, nausea
4186,Disease,itching, skin_rash, stomach_pain, burning_micturition
4187,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4188,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4189,Disease, fatigue, weight_loss, restlessness, lethargy
4190,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4191,Disease, fatigue, cough, high_fever, breathlessness
4192,Disease, headache, chest_pain, dizziness, loss_of_balance
4193,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4194,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4195,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4196,Disease,itching, vomiting, fatigue, weight_loss
4197,Disease, chills, vomiting, high_fever, sweating
4198,Disease,itching, skin_rash, fatigue, lethargy
4199,Disease, skin_rash, chills, joint_pain, vomiting
4200,Disease, chills, vomiting, fatigue, high_fever
4201,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4202,Disease,itching, fatigue, lethargy, yellowish_skin
4203,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4204,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4205,Disease, joint_pain, vomiting, fatigue, high_fever
4206,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4207,Disease, chills, vomiting, fatigue, weight_loss
4208,Disease, continuous_sneezing, chills, fatigue, cough
4209,Disease, chills, fatigue, cough, high_fever
4210,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4211,Disease, vomiting, breathlessness, sweating, chest_pain
4212,Disease, fatigue, cramps, bruising, obesity
4213,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4214,Disease, fatigue, mood_swings, weight_loss, restlessness
4215,Disease, vomiting, fatigue, anxiety, sweating
4216,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4217,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4218,Disease, vomiting, headache, nausea, spinning_movements
4219,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4220,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4221,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4222,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4223,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4224,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4225,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4226,Disease,itching, vomiting, yellowish_skin, nausea
4227,Disease,itching, skin_rash, stomach_pain, burning_micturition
4228,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4229,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4230,Disease, fatigue, weight_loss, restlessness, lethargy
4231,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4232,Disease, fatigue, cough, high_fever, breathlessness
4233,Disease, headache, chest_pain, dizziness, loss_of_balance
4234,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4235,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4236,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4237,Disease,itching, vomiting, fatigue, weight_loss
4238,Disease, chills, vomiting, high_fever, sweating
4239,Disease,itching, skin_rash, fatigue, lethargy
4240,Disease, skin_rash, chills, joint_pain, vomiting
4241,Disease, chills, vomiting, fatigue, high_fever
4242,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4243,Disease,itching, fatigue, lethargy, yellowish_skin
4244,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4245,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4246,Disease, joint_pain, vomiting, fatigue, high_fever
4247,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4248,Disease, chills, vomiting, fatigue, weight_loss
4249,Disease, continuous_sneezing, chills, fatigue, cough
4250,Disease, chills, fatigue, cough, high_fever
4251,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4252,Disease, vomiting, breathlessness, sweating, chest_pain
4253,Disease, fatigue, cramps, bruising, obesity
4254,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4255,Disease, fatigue, mood_swings, weight_loss, restlessness
4256,Disease, vomiting, fatigue, anxiety, sweating
4257,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4258,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4259,Disease, vomiting, headache, nausea, spinning_movements
4260,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4261,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4262,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4263,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4264,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4265,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4266,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4267,Disease,itching, vomiting, yellowish_skin, nausea
4268,Disease,itching, skin_rash, stomach_pain, burning_micturition
4269,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4270,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4271,Disease, fatigue, weight_loss, restlessness, lethargy
4272,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4273,Disease, fatigue, cough, high_fever, breathlessness
4274,Disease, headache, chest_pain, dizziness, loss_of_balance
4275,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4276,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4277,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4278,Disease,itching, vomiting, fatigue, weight_loss
4279,Disease, chills, vomiting, high_fever, sweating
4280,Disease,itching, skin_rash, fatigue, lethargy
4281,Disease, skin_rash, chills, joint_pain, vomiting
4282,Disease, chills, vomiting, fatigue, high_fever
4283,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4284,Disease,itching, fatigue, lethargy, yellowish_skin
4285,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4286,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4287,Disease, joint_pain, vomiting, fatigue, high_fever
4288,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4289,Disease, chills, vomiting, fatigue, weight_loss
4290,Disease, continuous_sneezing, chills, fatigue, cough
4291,Disease, chills, fatigue, cough, high_fever
4292,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4293,Disease, vomiting, breathlessness, sweating, chest_pain
4294,Disease, fatigue, cramps, bruising, obesity
4295,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4296,Disease, fatigue, mood_swings, weight_loss, restlessness
4297,Disease, vomiting, fatigue, anxiety, sweating
4298,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4299,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4300,Disease, vomiting, headache, nausea, spinning_movements
4301,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4302,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4303,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4304,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4305,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4306,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4307,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4308,Disease,itching, vomiting, yellowish_skin, nausea
4309,Disease,itching, skin_rash, stomach_pain, burning_micturition
4310,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4311,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4312,Disease, fatigue, weight_loss, restlessness, lethargy
4313,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4314,Disease, fatigue, cough, high_fever, breathlessness
4315,Disease, headache, chest_pain, dizziness, loss_of_balance
4316,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4317,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4318,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4319,Disease,itching, vomiting, fatigue, weight_loss
4320,Disease, chills, vomiting, high_fever, sweating
4321,Disease,itching, skin_rash, fatigue, lethargy
4322,Disease, skin_rash, chills, joint_pain, vomiting
4323,Disease, chills, vomiting, fatigue, high_fever
4324,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4325,Disease,itching, fatigue, lethargy, yellowish_skin
4326,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
